Tracker,Game_Date,Home_Team,Away_Team,Quarter,Game_Clock,Shot_Clock,Home_Strength,Away_Strength,Team,Event_Type,State,Player1,Location1_x,Location1_y,Net_Location,Shot_Angle,Result,Empty_Net,Goalie_Response,Shot_Type,Primary_Assist,Secondary_Assist,Rebound_Type,Rebound,Shot_Blocker,FO_Home,FO_Away,FO_Result,FO_Winning_Team,Turnover_Type,Home_Goalie,Away_Goalie,Min,Sec,Time_Stamp,Game,Season,Player1_Name,Primary_Assist_Name,Secondary_Assist_Name,FO_Home_Name,FO_Away_Name,Home_Goalie_Name,Away_Goalie_Name,Rebound_Team,Rebound_Name,Shot_Blocking_Team,Shot_Blocker_Name,Competition
Eddy,7/27/24,Orangeville,St Catharines,3,1:47:20,3,4,5,Orangeville,Shot,Set,22,0.79322168,0.603632085,NA,65.17448504,Blocked,No,NA,Movement,NA,NA,None,NA,3,NA,NA,NA,NA,NA,39,48,1,20,2620,7-27 St. Catharines vs Orangeville,2023,J. Spallina,NA,NA,NA,NA,C. O'Toole,T. Wilson,No Rebound,NA,St Catharines,N. Fehr,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:47:56,10,5,5,Orangeville,Shot,Set,22,0.838905102,0.646176896,5-Hole,75.71468487,Goal,No,none,Movement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,48,1,56,2584,7-27 St. Catharines vs Orangeville,2023,J. Spallina,NA,NA,NA,NA,C. O'Toole,T. Wilson,No Rebound,NA,No Shot Block,NA,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:49:02,13,5,5,St Catharines,Shot,Set,10,0.177549719,0.426362041,Right Leg,154.8739686,Miss,No,Not Clean,Movement,NA,NA,Defensive,4,NA,NA,NA,NA,NA,NA,39,48,1,2,2638,7-27 St. Catharines vs Orangeville,2023,T. Mooradian,NA,NA,NA,NA,C. O'Toole,T. Wilson,Orangeville,J. Ciappara,No Shot Block,NA,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:49:29,22,5,5,St Catharines,Shot,Set,44,0.180361007,0.66177666,5-Hole,208.4875918,Miss,No,Clean Save,Movement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,48,1,29,2611,7-27 St. Catharines vs Orangeville,2023,T. Hill,NA,NA,NA,NA,C. O'Toole,T. Wilson,No Rebound,NA,No Shot Block,NA,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:49:56,12,5,5,Orangeville,Shot,Set,17,0.88318288,0.518542464,Left Shoulder,213.0909212,Miss,No,Not Clean,Assisted,7,NA,Defensive,93,NA,NA,NA,NA,NA,NA,39,48,1,56,2584,7-27 St. Catharines vs Orangeville,2023,C. Jennings,L. Matthews,NA,NA,NA,C. O'Toole,T. Wilson,St Catharines,A. Steenhuis,No Shot Block,NA,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:50:11,19,5,5,St Catharines,Shot,Transition,9,0.105159066,0.424943881,Right Leg,67.79388885,Miss,No,Not Clean,Assisted,10,19,Offensive,19,NA,NA,NA,NA,NA,NA,39,48,1,11,2629,7-27 St. Catharines vs Orangeville,2023,T. Steenhuis,T. Mooradian,C. Armitage,NA,NA,C. O'Toole,T. Wilson,St Catharines,C. Armitage,No Shot Block,NA,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:50:22,20,5,5,St Catharines,Shot,Set,4,0.142408626,0.430616522,5-Hole,192.2138793,Miss,No,Not Clean,Movement,NA,NA,Defensive,14,NA,NA,NA,NA,NA,NA,39,48,1,22,2618,7-27 St. Catharines vs Orangeville,2023,C. Lefeuvre,NA,NA,NA,NA,C. O'Toole,T. Wilson,Orangeville,C. Teeple,No Shot Block,NA,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:50:49,8,5,5,Orangeville,Shot,Set,91,0.828362774,0.385235391,5-Hole,257.9631927,Miss,No,Not Clean,Movement,NA,NA,Defensive,71,NA,NA,NA,NA,NA,NA,30,48,1,49,2591,7-27 St. Catharines vs Orangeville,2023,T. Deere,NA,NA,NA,NA,L. Hill,T. Wilson,St Catharines,J. Race,No Shot Block,NA,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:50:53,27,5,5,St Catharines,Turnover,Transition,71,0.826254309,0.016513699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stray Pass,30,48,1,53,2587,7-27 St. Catharines vs Orangeville,2023,J. Race,NA,NA,NA,NA,L. Hill,T. Wilson,No Rebound,NA,No Shot Block,NA,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:51:16,11,5,5,Orangeville,Shot,Set,81,0.850150252,0.666031141,Right Leg,209.7695978,Miss,No,Not Clean,Movement,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,30,48,1,16,2624,7-27 St. Catharines vs Orangeville,2023,B. Horsman,NA,NA,NA,NA,L. Hill,T. Wilson,No Rebound,NA,No Shot Block,NA,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:51:48,7,5,5,St Catharines,Turnover,Set,44,0.401047075,0.98086274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Interrupted Pass,30,48,1,48,2592,7-27 St. Catharines vs Orangeville,2023,T. Hill,NA,NA,NA,NA,L. Hill,T. Wilson,No Rebound,NA,No Shot Block,NA,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:52:15,6,5,5,Orangeville,Shot,Set,22,0.837499458,0.827701421,Right Miss,42.15042859,Miss,No,Not On Net,Movement,NA,NA,Offensive,7,NA,NA,NA,NA,NA,NA,30,48,1,15,2625,7-27 St. Catharines vs Orangeville,2023,J. Spallina,NA,NA,NA,NA,L. Hill,T. Wilson,Orangeville,L. Matthews,No Shot Block,NA,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:52:18,3,5,5,Orangeville,Shot,Set,7,0.852258718,0.036367944,Left Leg,288.5940068,Miss,No,Not Clean,Rebound,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,30,48,1,18,2622,7-27 St. Catharines vs Orangeville,2023,L. Matthews,NA,NA,NA,NA,L. Hill,T. Wilson,No Rebound,NA,No Shot Block,NA,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:53:00,21,4,5,St Catharines,Shot,Set,9,0.181063829,0.524215106,Left Shoulder,159.6926792,Miss,No,Not Clean,Assisted,44,NA,Offensive,10,NA,NA,NA,NA,NA,NA,30,48,1,0,2640,7-27 St. Catharines vs Orangeville,2023,T. Steenhuis,T. Hill,NA,NA,NA,L. Hill,T. Wilson,St Catharines,T. Mooradian,No Shot Block,NA,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:53:20,12,4,5,St Catharines,Shot,Set,10,0.076343369,0.310072892,Left Miss,66.21038823,Miss,No,Not On Net,Assisted,44,NA,None,NA,NA,NA,NA,NA,NA,NA,30,48,1,20,2620,7-27 St. Catharines vs Orangeville,2023,T. Mooradian,T. Hill,NA,NA,NA,L. Hill,T. Wilson,No Rebound,NA,No Shot Block,NA,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:54:10,4,4,5,Orangeville,Turnover,Set,28,0.882480058,0.215056149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ball Lost,30,48,1,10,2630,7-27 St. Catharines vs Orangeville,2023,S. Costigan,NA,NA,NA,NA,L. Hill,T. Wilson,No Rebound,NA,No Shot Block,NA,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:54:32,10,4,5,St Catharines,Shot,Set,11,0.1930118,0.519960625,Right Post,151.255212,Miss,No,Not On Net,Assisted,9,NA,Offensive,10,NA,NA,NA,NA,NA,NA,30,48,1,32,2608,7-27 St. Catharines vs Orangeville,2023,K. Zavitz,T. Steenhuis,NA,NA,NA,L. Hill,T. Wilson,St Catharines,T. Mooradian,No Shot Block,NA,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:54:43,27,4,5,St Catharines,Shot,Set,10,0.112890107,0.389489872,Right Leg,78.76511619,Miss,No,Not Clean,Assisted,19,44,Defensive,28,NA,NA,NA,NA,NA,NA,30,48,1,43,2597,7-27 St. Catharines vs Orangeville,2023,T. Mooradian,C. Armitage,T. Hill,NA,NA,L. Hill,T. Wilson,Orangeville,S. Costigan,No Shot Block,NA,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:55:14,3,4,5,Orangeville,Shot,Set,91,0.738401574,0.555414633,Left Miss,212.6173529,Miss,No,Not On Net,Movement,NA,NA,Defensive,23,NA,NA,NA,NA,NA,NA,30,48,1,14,2626,7-27 St. Catharines vs Orangeville,2023,T. Deere,NA,NA,NA,NA,L. Hill,T. Wilson,St Catharines,L. Fletcher,No Shot Block,NA,2024 OJLL
Eddy,7/27/24,Orangeville,St Catharines,3,1:55:40,10,5,5,St Catharines,Turnover,Set,4,0.175441254,0.464652371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stray Pass,30,48,1,40,2600,7-27 St. Catharines vs Orangeville,2023,C. Lefeuvre,NA,NA,NA,NA,L. Hill,T. Wilson,No Rebound,NA,No Shot Block,NA,2024 OJLL
Rob,9/20/24,Germany,Ireland,1,7:20,30,5,5,Ireland,Shot,Set,88,0.877754127,0.24806537,Right Miss,291.5820193,Miss,No,Not On Net,Movement,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,47,33,7,20,460,9-20 Ireland vs Germany,2023,B. Gillis,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,7:40,30,5,5,Germany,Shot,Set,6,0.20140382,0.422750704,Right Shoulder,122.0773365,Miss,No,Not Clean,Movement,NA,NA,Defensive,NA,NA,NA,NA,NA,NA,NA,47,33,7,40,440,9-20 Ireland vs Germany,2023,L. Stetzka,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,Ireland,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,8:06,30,5,5,Ireland,Shot,Set,42,0.872343324,0.54648615,Under Right Arm,156.3521437,Miss,No,Not Clean,Movement,NA,NA,Offensive,7,NA,NA,NA,NA,NA,NA,47,33,8,6,414,9-20 Ireland vs Germany,2023,P. Corbett,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,Ireland,B. Farrell,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,8:25,30,5,5,Ireland,Shot,Set,25,0.82815510429999994,0.799415956,Under Left Arm,159.0551469,Miss,No,Clean Save,Assisted,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,33,8,25,395,9-20 Ireland vs Germany,2023,L. Coppinger,B. Gillis,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,8:48,30,5,5,Germany,Shot,Set,10,0.081464366,0.386357926,Under Left Arm,168.2150896,Miss,No,Not Clean,Movement,NA,NA,Offensive,71,NA,NA,NA,NA,NA,NA,47,33,8,48,372,9-20 Ireland vs Germany,2023,P. Nöring,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,Germany,G. Weber,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,8:51,30,5,5,Germany,Turnover,Set,71,0.141884994,0.093396064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Interrupted Pass,47,33,8,51,369,9-20 Ireland vs Germany,2023,G. Weber,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,9:21,88,5,5,Ireland,Shot,Set,88,0.829958705,0.220770787,Left Leg,280.2672801,Miss,No,Not Clean,Movement,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,47,33,9,21,339,9-20 Ireland vs Germany,2023,B. Gillis,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,9:27,88,5,5,Ireland,Turnover,Set,25,0.72985886,0.87584079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stray Pass,47,33,9,27,333,9-20 Ireland vs Germany,2023,L. Coppinger,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,9:51,88,5,5,Germany,Shot,Set,22,0.214029026,0.67750015,NA,197.8084658,Blocked,No,NA,Movement,NA,NA,Offensive,36,42,NA,NA,NA,NA,NA,47,33,9,51,309,9-20 Ireland vs Germany,2023,L. Volquardsen,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,Germany,P. Olters,Ireland,P. Corbett,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,9:59,88,5,5,Germany,Shot,Set,10,0.171644407,0.426389982,5-Hole,94.88405454,Miss,No,Not Clean,Movement,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,47,33,9,59,301,9-20 Ireland vs Germany,2023,P. Nöring,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,10:21,88,5,5,Ireland,Shot,Set,42,0.881361328,0.488257705,Under Right Arm,155.1479192,Goal,No,none,Assisted,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,33,10,21,279,9-20 Ireland vs Germany,2023,P. Corbett,C. Kelly,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,11:23,88,5,5,Ireland,Shot,Set,18,0.8191371,0.670221595,Left Miss,32.30986477,Miss,No,Not On Net,Movement,NA,NA,Defensive,28,NA,NA,NA,NA,NA,NA,47,33,11,23,217,9-20 Ireland vs Germany,2023,C. Foley,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,Germany,M. Geiger,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,11:44,88,5,5,Germany,Shot,Set,6,0.184269613,0.339047315,Right Miss,153.2756166,Miss,No,Not On Net,Assisted,71,NA,None,NA,NA,NA,NA,NA,NA,NA,47,33,11,44,196,9-20 Ireland vs Germany,2023,L. Stetzka,G. Weber,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,12:00,88,5,5,Germany,Shot,Set,77,0.206814623,0.624730622,5-Hole,221.5370912,Miss,No,Not Clean,Movement,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,47,33,12,0,180,9-20 Ireland vs Germany,2023,L. Böhm,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,13:22,30,5,4,Germany,Shot,Set,36,0.196894818,0.597436039,5-Hole,208.2500879,Miss,No,Clean Save,Assisted,6,10,NA,NA,NA,NA,NA,NA,NA,NA,47,33,13,22,98,9-20 Ireland vs Germany,2023,P. Olters,L. Stetzka,P. Nöring,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,13:41,30,5,4,Ireland,Turnover,Transition,27,0.197796619,0.107953175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stray Pass,47,33,13,41,79,9-20 Ireland vs Germany,2023,C. Costello,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,14:01,30,5,4,Germany,Shot,Set,22,0.173448008,0.708434011,NA,203.3149986,Blocked,No,NA,Assisted,36,NA,Defensive,12,44,NA,NA,NA,NA,NA,47,33,14,1,59,9-20 Ireland vs Germany,2023,L. Volquardsen,P. Olters,NA,NA,NA,K. Melenychuk,D. Shanahan,Ireland,NA,Ireland,D. OGorman,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,14:10,30,5,4,Ireland,Shot,Transition,42,0.868736123,0.477339871,5-Hole,165.0132527,Miss,No,Not Clean,Assisted,17,NA,Defensive,36,NA,NA,NA,NA,NA,NA,47,33,14,10,50,9-20 Ireland vs Germany,2023,P. Corbett,N. D’Amico,NA,NA,NA,K. Melenychuk,D. Shanahan,Germany,P. Olters,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,14:34,30,5,4,Germany,Shot,Set,36,0.189680415,0.551945066,Right Miss,202.6491465,Miss,No,Not On Net,Assisted,22,NA,Defensive,42,NA,NA,NA,NA,NA,NA,47,33,14,34,26,9-20 Ireland vs Germany,2023,P. Olters,L. Volquardsen,NA,NA,NA,K. Melenychuk,D. Shanahan,Ireland,P. Corbett,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,14:40,30,5,4,Ireland,Turnover,Transition,42,0.320441474,0.950445985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ball Lost,47,33,14,40,20,9-20 Ireland vs Germany,2023,P. Corbett,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,14:45,30,5,4,Germany,Shot,Transition,16,0.151804798,0.319031287,5-Hole,30.11944704,Goal,No,none,Assisted,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,33,14,45,15,9-20 Ireland vs Germany,2023,K. Sontowski,L. Volquardsen,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,15:39,30,5,5,Germany,Shot,Set,71,0.147295796,0.648385928,Right Miss,200.0798206,Miss,No,Not On Net,Assisted,77,NA,Offensive,10,NA,NA,NA,NA,NA,NA,47,33,15,39,-39,9-20 Ireland vs Germany,2023,G. Weber,L. Böhm,NA,NA,NA,K. Melenychuk,D. Shanahan,Germany,P. Nöring,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,15:56,30,5,5,Germany,Shot,Set,22,0.128357987,0.635648456,Left Shoulder,245.929538,Goal,No,none,Assisted,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,33,15,56,-56,9-20 Ireland vs Germany,2023,L. Volquardsen,G. Weber,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,16:56,30,5,5,Germany,Shot,Set,36,0.185171413,0.692057261,Right Miss,203.0834144,Miss,No,Not On Net,Assisted,22,NA,Offensive,16,NA,NA,NA,NA,NA,NA,47,33,16,56,-116,9-20 Ireland vs Germany,2023,P. Olters,L. Volquardsen,NA,NA,NA,K. Melenychuk,D. Shanahan,Germany,K. Sontowski,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,17:08,30,5,5,Germany,Turnover,Set,36,0.152706598,0.937708513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ball Lost,47,33,17,8,-128,9-20 Ireland vs Germany,2023,P. Olters,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,17:13,30,5,5,Ireland,Turnover,Transition,19,0.483667348,0.850365846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ball Lost,47,33,17,13,-133,9-20 Ireland vs Germany,2023,L. Moloney,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,17:45,30,5,5,Germany,Shot,Set,22,0.198698419,0.844906929,Left Shoulder,332.9902064,Miss,No,Clean Save,Assisted,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,33,17,45,-165,9-20 Ireland vs Germany,2023,L. Volquardsen,P. Nöring,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,18:10,30,5,6,Ireland,Shot,Set,40,0.787574086,0.333588398,NA,294.7771221,Blocked,No,NA,Assisted,13,NA,Offensive,4,31,NA,NA,NA,NA,NA,47,33,18,10,-190,9-20 Ireland vs Germany,2023,P. Brosnan,S. Gibson,NA,NA,NA,K. Melenychuk,D. Shanahan,Ireland,B. OSullivan,Germany,P. Schilling,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,18:13,30,5,6,Ireland,Shot,Set,4,0.887673931,0.460963121,Left Miss,Dive/Other,Miss,No,Not On Net,Rebound,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,47,33,18,13,-193,9-20 Ireland vs Germany,2023,B. OSullivan,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,20:09,30,4,5,Ireland,Shot,Set,42,0.865128921,0.652025206,5-Hole,160.9301431,Miss,No,Not Clean,Assisted,40,88,None,NA,NA,NA,NA,NA,NA,NA,47,33,20,9,-309,9-20 Ireland vs Germany,2023,P. Corbett,P. Brosnan,B. Gillis,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,20:22,30,4,5,Germany,Shot,Transition,9,0.141884994,0.266261759,Right Leg,121.6837882,Miss,No,Clean Save,Movement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,33,20,22,-322,9-20 Ireland vs Germany,2023,D. Beckmann,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,20:52,30,4,5,Ireland,Shot,Set,88,0.876852326,0.315392009,NA,206.9889846,Blocked,No,NA,Assisted,42,NA,None,NA,23,NA,NA,NA,NA,NA,47,33,20,52,-352,9-20 Ireland vs Germany,2023,B. Gillis,P. Corbett,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,Germany,B. Wendt,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,21:25,30,4,5,Germany,Shot,Set,16,0.153608399,0.222590426,Left Post,149.3458026,Miss,No,Not On Net,Movement,NA,NA,Defensive,82,NA,NA,NA,NA,NA,NA,47,33,21,25,-385,9-20 Ireland vs Germany,2023,K. Sontowski,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,Ireland,M. McDonnell,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,21:57,30,4,5,Ireland,Shot,Set,88,0.866932522,0.284458148,5-Hole,267.8245657,Goal,No,none,Assisted,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,33,21,57,-417,9-20 Ireland vs Germany,2023,B. Gillis,L. Coppinger,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,24:02:00,30,5,4,Germany,Turnover,Set,10,0.096794973,0.337227676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ball Lost,47,33,24,2,-542,9-20 Ireland vs Germany,2023,P. Nöring,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,24:10:00,30,5,4,Ireland,Shot,Transition,27,0.847092913,0.277179593,Right Miss,341.9291808,Miss,No,Not On Net,Movement,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,47,33,24,10,-550,9-20 Ireland vs Germany,2023,C. Costello,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,24:32:00,30,5,4,Germany,Shot,Set,6,0.139179592,0.258983204,Top Miss,149.179888,Miss,No,Not On Net,Assisted,36,NA,Defensive,14,NA,NA,NA,NA,NA,NA,47,33,24,32,-572,9-20 Ireland vs Germany,2023,L. Stetzka,P. Olters,NA,NA,NA,K. Melenychuk,D. Shanahan,Ireland,S. Shanahan,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,25:00:00,30,5,4,Ireland,Shot,Set,88,0.866030721,0.217131509,5-Hole,265.5852443,Miss,No,Clean Save,Movement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,33,25,0,-600,9-20 Ireland vs Germany,2023,B. Gillis,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,25:21:00,30,5,4,Germany,Shot,Set,36,0.196894818,0.535568316,NA,246.0876613,Blocked,No,NA,Movement,NA,NA,Defensive,47,44,NA,NA,NA,NA,NA,47,33,25,21,-621,9-20 Ireland vs Germany,2023,P. Olters,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,Ireland,J. Stahl,Ireland,D. OGorman,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,25:52:00,30,5,5,Ireland,Shot,Set,10,0.814628098,0.701155456,Left Miss,97.26777858,Miss,No,Not On Net,Assisted,7,NA,Offensive,10,NA,NA,NA,NA,NA,NA,47,33,25,52,-652,9-20 Ireland vs Germany,2023,C. Kelly,B. Farrell,NA,NA,NA,K. Melenychuk,D. Shanahan,Ireland,C. Kelly,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,26:01:00,30,5,5,Germany,Turnover,Transition,18,0.413326916,0.168001259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stray Pass,47,33,26,1,-661,9-20 Ireland vs Germany,2023,J. Truetsch,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,26:35:00,30,5,5,Ireland,Shot,Set,13,0.655911226,0.788498123,Left Miss,156.1681401,Miss,No,Not On Net,Movement,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,47,33,26,35,-695,9-20 Ireland vs Germany,2023,S. Gibson,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,No Rebound,NA,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,26:57:00,30,5,5,Germany,Shot,Set,77,0.127456187,0.630189539,Under Left Arm,235.402429,Miss,No,Not Clean,Movement,NA,NA,Offensive,6,NA,NA,NA,NA,NA,NA,47,33,26,57,-717,9-20 Ireland vs Germany,2023,L. Böhm,NA,NA,NA,NA,K. Melenychuk,D. Shanahan,Germany,L. Stetzka,No Shot Block,NA,2024 World Championship
Rob,9/20/24,Germany,Ireland,1,27:05:00,30,5,5,Germany,Shot,Set,36,0.197796619,0.601075316,Crossbar,283.8801514,Miss,No,Not On Net,Assisted,6,NA,Defensive,82,NA,NA,NA,NA,NA,NA,47,33,27,5,-725,9-20 Ireland vs Germany,2023,P. Olters,L. Stetzka,NA,NA,NA,K. Melenychuk,D. Shanahan,Ireland,M. McDonnell,No Shot Block,NA,2024 World Championship
